Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_009561	1346	Lindernia anagallis yellow vein virus satellite DNA beta	Lindernia anagallis yellow vein virus satellite DNA beta, complete genome
NC_009645	2731	Kudzu mosaic virus	Kudzu mosaic virus, segment DNA A
NC_028964	8506	Gallivirus Pf-CHK1/GV	Gallivirus Pf-CHK1/GV, complete genome
NC_028806	28111	Swine enteric coronavirus	Swine enteric coronavirus, complete genome
NC_007745	903	Liao ning virus	Liao ning virus, segment 10
NC_008523	1358	Tomato leaf curl Karnataka betasatellite	Tomato leaf curl Karnataka betasatellite, segment DNA-A
NC_008522	1962	Finch circovirus	Finch circovirus, complete genome
NC_008857	2199	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B12
NC_028990	38886	Enterococcus phage vB_EfaS_IME196	Enterococcus phage vB_EfaS_IME196, complete genome
NC_029016	58000	Enterococcus phage vB_EfaS_IME198	Enterococcus phage vB_EfaS_IME198, complete genome
NC_028963	15728	Rat arterivirus Jilin2014	Rat arterivirus Jilin2014, complete genome
NC_006963	7916	Blackberry yellow vein-associated virus	Blackberry yellow vein-associated virus, segment RNA 2
NC_013266	3249	Melandrium yellow fleck virus	Melandrium yellow fleck virus, segment RNA 1
NC_008862	2298	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B17
NC_028992	34783	Sulfolobales Virus YNP2	Sulfolobales Virus YNP2, complete genome
NC_029027	40860	Sulfolobales virus YNP1	Sulfolobales virus YNP1, complete genome
NC_029011	51711	Sulfolobus monocaudavirus SMV4	Sulfolobus monocaudavirus SMV4, complete genome
NC_028787	28489	Acidianus bottle-shaped virus 3	Acidianus bottle-shaped virus 3, complete genome
NC_028938	22613	Acidianus bottle-shaped virus 2	Acidianus bottle-shaped virus 2, complete genome
NC_028780	167124	Escherichia phage slur07	Escherichia phage slur07, complete genome
NC_028901	43900	Escherichia phage slur05	Escherichia phage slur05, complete genome
NC_028927	167298	Escherichia phage slur02	Escherichia phage slur02, complete genome
NC_028831	61235	Escherichia phage slur01	Escherichia phage slur01, complete genome
NC_028935	88698	Escherichia phage SUSP2	Escherichia phage SUSP2, complete genome
NC_009987	7870	Spiroplasma virus SkV1CR23x	Spiroplasma virus SkV1CR23x, complete genome
NC_009756	4449	Marine RNA virus SOG	Marine RNA virus SOG, complete genome
NC_008860	2285	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B15
NC_028808	90743	Escherichia phage SUSP1	Escherichia phage SUSP1, complete genome
NC_028899	222888	Ralstonia phage RSF1	Ralstonia phage RSF1, complete genome
NC_029017	73420	Pseudomonas phage KPP21	Pseudomonas phage KPP21, complete genome
NC_010295	5816	Phaius virus X	Phaius virus X, complete genome
NC_028815	51355	Mycobacterium phage Nhonho	Mycobacterium phage Nhonho, complete genome
NC_028889	59416	Mycobacterium phage Florinda	Mycobacterium phage Florinda, complete genome
NC_028804	52643	Mycobacterium phage Barriga	Mycobacterium phage Barriga, complete genome
NC_028850	41449	Yersinia phage vB_YenP_ISAO8	Yersinia phage vB_YenP_ISAO8, complete genome
NC_028862	44222	Staphylococcus phage vB_SauS_phi2	Staphylococcus phage vB_SauS_phi2, complete genome
NC_029013	177688	Citrobacter phage IME-CF2	Citrobacter phage IME-CF2, complete genome
NC_028977	41054	Klebsiella phage vB_KpnP_KpV289	Klebsiella phage vB_KpnP_KpV289, complete genome
NC_029019	42593	Stenotrophomonas phage vB_SmaS-DLP_2	Stenotrophomonas phage vB_SmaS-DLP_2, complete genome
NC_028800	41698	Klebsiella phage K5	Klebsiella phage K5, complete genome
NC_007371	2233	Influenza A virus (A/New York/392/2004(H3N2))	Influenza A virus (A/New York/392/2004(H3N2)), segment 3
NC_007373	2341	Influenza A virus (A/New York/392/2004(H3N2))	Influenza A virus (A/New York/392/2004(H3N2)), segment 1
NC_028971	66111	Pseudomonas phage DL68	Pseudomonas phage DL68, complete genome
NC_028885	72378	Pseudomonas phage DL64	Pseudomonas phage DL64, complete genome
NC_028836	42508	Pseudomonas phage DL62	Pseudomonas phage DL62, complete genome
NC_028919	45673	Pseudomonas phage DL54	Pseudomonas phage DL54, complete genome
NC_028795	31522	Enterobacter phage E-3	Enterobacter phage E-3, complete genome
NC_028915	43228	Staphylococcus phage B236	Staphylococcus phage B236, complete genome
NC_028859	42881	Staphylococcus phage B166	Staphylococcus phage B166, complete genome
NC_028819	43190	Pseudoalteromonas phage H103	Pseudoalteromonas phage H103, complete genome
NC_028829	248088	Vibrio phage ValKK3	Vibrio phage ValKK3, complete genome
NC_028997	59802	Enterobacteria phage JenP2	Enterobacteria phage JenP2, complete genome
NC_029028	60754	Enterobacteria phage JenP1	Enterobacteria phage JenP1, complete genome
NC_029021	60747	Enterobacteria phage JenK1	Enterobacteria phage JenK1, complete genome
NC_028776	59670	Escherichia phage CAjan	Escherichia phage CAjan, complete genome
NC_028984	30664	Streptococcus phage M102AD	Streptococcus phage M102AD, complete genome
NC_028950	223932	Ralstonia phage RSL2	Ralstonia phage RSL2, complete genome
NC_029020	50918	Sulfolobus monocaudavirus SMV2	Sulfolobus monocaudavirus SMV2, complete genome
NC_001430	7390	Enterovirus D	Enterovirus D, complete genome
NC_007916	7454	Newbury agent 1	Newbury agent 1, complete genome
NC_004093	1305	Okra leaf curl betasatellite	Okra leaf curl betasatellite, complete genome
NC_014066	2612	Okra yellow mosaic Mexico virus	Okra yellow mosaic Mexico virus, segment DNA A
NC_014067	2582	Okra yellow mosaic Mexico virus	Okra yellow mosaic Mexico virus, segment DNA B
NC_028962	140961	Staphylococcus phage phiIPLA-C1C	Staphylococcus phage phiIPLA-C1C, complete genome
NC_028765	142348	Staphylococcus phage phiIPLA-RODI	Staphylococcus phage phiIPLA-RODI, complete genome
NC_028955	197361	Prochlorococcus phage P-TIM68	Prochlorococcus phage P-TIM68, complete genome
NC_010440	2761	Tomato leaf curl Mindanao virus	Tomato leaf curl Mindanao virus, segment DNA-A
NC_008883	2631	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B41
NC_029007	43745	Ralstonia phage RSJ5	Ralstonia phage RSJ5, complete genome
NC_028996	54295	Clostridium phage phiCDHM19	Clostridium phage phiCDHM19, complete genome
NC_028775	43098	Staphylococcus phage 23MRA	Staphylococcus phage 23MRA, complete genome
NC_028917	41931	Staphylococcus phage 3MRA	Staphylococcus phage 3MRA, complete genome
NC_028867	15541	Fox fecal rhabdovirus	Fox fecal rhabdovirus, complete genome
NC_028824	26975	BtRf-AlphaCoV/YN2012	BtRf-AlphaCoV/YN2012, complete genome
NC_028814	27608	BtRf-AlphaCoV/HuB2013	BtRf-AlphaCoV/HuB2013, complete genome
NC_028833	27783	BtNv-AlphaCoV/SC2013	BtNv-AlphaCoV/SC2013, complete genome
NC_028811	27935	BtMr-AlphaCoV/SAX2011	BtMr-AlphaCoV/SAX2011, complete genome
NC_028988	44360	Ralstonia phage RSJ2	Ralstonia phage RSJ2, complete genome
NC_029001	32000	Clostridium phage phiCDHM11	Clostridium phage phiCDHM11, complete genome
NC_029000	162327	Stenotrophomonas phage IME13	Stenotrophomonas phage IME13, complete genome
NC_008891	2775	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B50
NC_008892	2785	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B51
NC_028803	69118	Mycobacterium phage OSmaximus	Mycobacterium phage OSmaximus, complete genome
NC_005056	32684	Escherichia virus Wphi	Escherichia virus Wphi, complete genome
NC_029031	45218	Synechococcus phage S-CBP42	Synechococcus phage S-CBP42, complete genome
NC_028911	34176	Lactobacillus phage iLp1308	Lactobacillus phage iLp1308, complete genome
NC_028783	39399	Lactobacillus phage iLp84	Lactobacillus phage iLp84, complete genome
NC_028830	34155	Lactobacillus phage iA2	Lactobacillus phage iA2, complete genome
NC_028835	38751	Lactobacillus phage CL2	Lactobacillus phage CL2, complete genome
NC_028888	39474	Lactobacillus phage CL1	Lactobacillus phage CL1, complete genome
NC_028789	18609	Bacillus phage VMY22	Bacillus phage VMY22, complete genome
NC_028821	40670	Staphylococcus phage StB20-like	Staphylococcus phage StB20-like, complete genome
NC_008871	2452	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B27
NC_008934	2309	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment B18
NC_028759	58065	Mycobacterium phage Mufasa	Mycobacterium phage Mufasa, complete genome
NC_028878	76271	Mycobacterium phage Archie	Mycobacterium phage Archie, complete genome
NC_028980	62181	Pseudomonas phage PAE1	Pseudomonas phage PAE1, complete genome
NC_028960	51543	Mycobacterium phage Theia	Mycobacterium phage Theia, complete genome
NC_028874	50614	Mycobacterium phage Pari	Mycobacterium phage Pari, complete genome
NC_028930	54439	Paenibacillus phage Tripp	Paenibacillus phage Tripp, complete genome
NC_028826	42265	Enterococcus phage IME-EFm5	Enterococcus phage IME-EFm5, complete genome
NC_028817	93879	Pseudomonas phage K8	Pseudomonas phage K8, complete genome
NC_028932	52088	Mycobacterium phage Serenity	Mycobacterium phage Serenity, complete genome
NC_028941	51161	Mycobacterium phage Turj99	Mycobacterium phage Turj99, complete genome
NC_028828	52055	Mycobacterium phage TheloniousMonk	Mycobacterium phage TheloniousMonk, complete genome
NC_028910	55617	Mycobacterium phage XFactor	Mycobacterium phage XFactor, complete genome
NC_028778	75626	Mycobacterium phage Snenia	Mycobacterium phage Snenia, complete genome
NC_028813	57766	Mycobacterium phage Seagreen	Mycobacterium phage Seagreen, complete genome
NC_028961	55094	Mycobacterium phage PopTart	Mycobacterium phage PopTart, complete genome
NC_008909	3111	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment C5
NC_007566	1584	Operophtera brumata reovirus	Operophtera brumata reovirus, segment 8
NC_028843	75816	Mycobacterium phage Lolly9	Mycobacterium phage Lolly9, complete genome
NC_028869	153714	Mycobacterium phage HyRo	Mycobacterium phage HyRo, complete genome
NC_028936	59052	Mycobacterium phage Enkosi	Mycobacterium phage Enkosi, complete genome
NC_028887	167431	Bacillus phage AvesoBmore	Bacillus phage AvesoBmore, complete genome
NC_028810	52357	Mycobacterium phage Rufus	Mycobacterium phage Rufus, complete genome
NC_028784	51409	Mycobacterium phage Tasp14	Mycobacterium phage Tasp14, complete genome
NC_028965	53219	Mycobacterium phage Pioneer	Mycobacterium phage Pioneer, complete genome
NC_028897	49421	Mycobacterium phage Chadwick	Mycobacterium phage Chadwick, complete genome
NC_028946	59652	Mycobacterium phage Dante	Mycobacterium phage Dante, complete genome
NC_028844	57293	Mycobacterium phage Phatniss	Mycobacterium phage Phatniss, complete genome
NC_028968	71214	Mycobacterium phage BrownCNA	Mycobacterium phage BrownCNA, complete genome
NC_028969	52955	Brevibacillus phage Osiris	Brevibacillus phage Osiris, complete genome
NC_028805	126341	Brevibacillus phage Jenst	Brevibacillus phage Jenst, complete genome
NC_028952	60934	Streptomyces phage SF3	Streptomyces phage SF3, complete genome
NC_028807	43150	Streptomyces phage SF1	Streptomyces phage SF1, complete genome
NC_028967	29605	Propionibacterium phage PAC1	Propionibacterium phage PAC1, complete genome
NC_008926	4059	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment D1
NC_009607	2593	Tomato severe rugose virus	Tomato severe rugose virus, segment DNA A
NC_028890	162486	Bacillus phage TsarBomba	Bacillus phage TsarBomba, complete genome
NC_028786	49462	Klebsiella phage 1513	Klebsiella phage 1513, complete genome
NC_028947	62738	Mycobacterium phage Kratio	Mycobacterium phage Kratio, complete genome
NC_008311	7382	Norovirus GV	Norovirus GV, complete genome
NC_009642	6375	Bell pepper mottle virus	Bell pepper mottle virus, complete genome
NC_028903	77266	Escherichia phage 172-1	Escherichia phage 172-1, complete genome
NC_028926	40000	Bacillus phage Palmer	Bacillus phage Palmer, complete genome
NC_028929	40759	Listeria phage vB_LmoS_293	Listeria phage vB_LmoS_293, complete genome
NC_028871	38392	Listeria phage vB_LmoS_188	Listeria phage vB_LmoS_188, complete genome
NC_028854	43724	Paenibacillus phage Sitara	Paenibacillus phage Sitara, complete genome
NC_028841	44952	Bacteriophage Lily	Bacteriophage Lily, complete genome
NC_009225	3245	Torque teno midi virus 1	Torque teno midi virus 1, complete genome
NC_014068	2910	Torque teno mini virus 8	Torque teno mini virus 8, complete genome
NC_028788	37246	Paenibacillus phage Diva	Paenibacillus phage Diva, complete genome
NC_028758	35644	Paenibacillus phage HB10c2	Paenibacillus phage HB10c2, complete genome
NC_028834	48216	Achromobacter phage 83-24	Achromobacter phage 83-24, complete genome
NC_028768	49714	Achromobacter phage JWX	Achromobacter phage JWX, complete genome
NC_028895	116138	Vibrio phage phi 3	Vibrio phage phi 3, complete genome
NC_028799	66708	Vibrio phage phi 1	Vibrio phage phi 1, complete genome
NC_028914	52927	Mycobacterium phage Sheen	Mycobacterium phage Sheen, complete genome
NC_014070	2878	Torque teno sus virus 1a	Torque teno sus virus 1a, complete genome
NC_014072	2064	Torque teno felis virus	Torque teno felis virus, complete genome
NC_028933	45626	Pseudomonas phage PhiCHU	Pseudomonas phage PhiCHU, complete genome
NC_028820	162101	Yersinia phage vB_YenM_TG1	Yersinia phage vB_YenM_TG1, complete genome
NC_028798	50882	Mycobacterium phage MarQuardt	Mycobacterium phage MarQuardt, complete genome
NC_029010	40592	Staphylococcus phage SA97	Staphylococcus phage SA97, complete genome
NC_028940	170286	Pectobacterium bacteriophage PM2	Pectobacterium bacteriophage PM2, complete genome
NC_028979	57253	Mycobacterium phage Cheetobro	Mycobacterium phage Cheetobro, complete genome
NC_028794	52647	Mycobacterium phage Piro94	Mycobacterium phage Piro94, complete genome
NC_028872	86252	Escherichia phage HY02	Escherichia phage HY02, complete genome
NC_028912	49717	Mycobacterium phage Swirley	Mycobacterium phage Swirley, complete genome
NC_029002	169223	Microcystis phage MaMV-DC	Microcystis phage MaMV-DC, complete genome
NC_029018	50854	Mycobacterium phage Anubis	Mycobacterium phage Anubis, complete genome
NC_029023	87712	Escherichia phage JH2	Escherichia phage JH2, complete genome
NC_028773	182145	Cronobacter phage S13	Cronobacter phage S13, complete genome
NC_029029	45552	Brevibacillus phage Abouo	Brevibacillus phage Abouo, complete genome
NC_028983	138877	Bacillus phage Shanette	Bacillus phage Shanette, complete genome
NC_014073	3629	Torque teno virus 28	Torque teno virus 28, complete genome
NC_014594	1371	Tomato leaf curl Bangladesh betasatellite	Tomato leaf curl Bangladesh betasatellite, complete genome
NC_028982	137918	Bacillus phage JL	Bacillus phage JL, complete genome
NC_028995	43216	Acinetobacter phage phiAC-1	Acinetobacter phage phiAC-1, complete genome
NC_028809	58637	Pseudomonas phage PaMx74	Pseudomonas phage PaMx74, complete genome
NC_028879	43225	Pseudomonas phage PaMx42	Pseudomonas phage PaMx42, complete genome
NC_028931	55108	Pseudomonas phage PaMx28	Pseudomonas phage PaMx28, complete genome
NC_028770	59878	Pseudomonas phage PaMx11	Pseudomonas phage PaMx11, complete genome
NC_017688	32414	Lactococcus virus ASCC191	Lactococcus virus ASCC191, complete genome
NC_028907	68839	Mycobacterium phage Kikipoo	Mycobacterium phage Kikipoo, complete genome
NC_028906	75933	Mycobacterium phage Toto	Mycobacterium phage Toto, complete genome
NC_028801	68346	Mycobacterium phage Vortex	Mycobacterium phage Vortex, complete genome
NC_028942	68293	Mycobacterium phage Phipps	Mycobacterium phage Phipps, complete genome
NC_028986	153401	Mycobacterium phage Alice	Mycobacterium phage Alice, complete genome
NC_028863	40477	Escherichia phage P694	Escherichia phage P694, complete genome
NC_028822	40829	Escherichia phage P483	Escherichia phage P483, complete genome
NC_014894	2724	Okra enation leaf curl virus [India:Munthal EL37:2006]	Okra enation leaf curl virus [India:Munthal EL37:2006], segment DNA-A
NC_009251	1652	Rice gall dwarf virus	Rice gall dwarf virus, segment 7
NC_011069	1064	Ourmia melon virus	Ourmia melon virus, segment RNA 2
NC_028766	33755	Mannheimia phage vB_MhM_3927AP2	Mannheimia phage vB_MhM_3927AP2, complete genome
NC_028956	52139	Mannheimia phage vB_MhS_1152AP2	Mannheimia phage vB_MhS_1152AP2, complete genome
NC_028898	35764	Mannheimia phage vB_MhM_587AP1	Mannheimia phage vB_MhM_587AP1, complete genome
NC_028853	50078	Mannheimia phage vB_MhS_535AP2	Mannheimia phage vB_MhS_535AP2, complete genome
NC_028812	58546	Proteus phage pPM_01	Proteus phage pPM_01, complete genome
NC_028957	171541	Escherichia phage vB_EcoM_VR26	Escherichia phage vB_EcoM_VR26, complete genome
NC_028925	170822	Escherichia phage vB_EcoM_VR25	Escherichia phage vB_EcoM_VR25, complete genome
NC_028894	170336	Escherichia phage vB_EcoM_VR20	Escherichia phage vB_EcoM_VR20, complete genome
NC_028881	170473	Enterobacteria phage vB_EcoM_VR5	Enterobacteria phage vB_EcoM_VR5, complete genome
NC_028953	110764	Mycobacterium phage MiaZeal	Mycobacterium phage MiaZeal, complete genome
NC_008919	3391	Glypta fumiferanae ichnovirus	Glypta fumiferanae ichnovirus, segment C16
NC_001346	2689	Maize streak virus - A[Ama]	Maize streak virus - A[Ama], complete genome
NC_028978	60609	Mycobacterium phage Murucutumbu	Mycobacterium phage Murucutumbu, complete genome
NC_028877	52967	Mycobacterium phage Larenn	Mycobacterium phage Larenn, complete genome
NC_028842	57328	Mycobacterium phage CaptainTrips	Mycobacterium phage CaptainTrips, complete genome
NC_028779	43680	Mycobacterium phage Carcharodon	Mycobacterium phage Carcharodon, complete genome
NC_029051	9590	Jasmine virus T	Jasmine virus T, complete genome
NC_029042	156833	Salmonella phage 38	Salmonella phage 38, complete genome
NC_029045	60216	Salmonella phage 37	Salmonella phage 37, complete genome
NC_009032	5403	Tomato torrado virus	Tomato torrado virus, segment RNA 2
NC_029044	154434	Mycobacterium phage Breeniome	Mycobacterium phage Breeniome, complete genome
NC_029043	53184	Mycobacterium phage SweetiePie	Mycobacterium phage SweetiePie, complete genome
NC_029047	32894	Verrucomicrobia phage P8625	Verrucomicrobia phage P8625, complete genome
NC_029046	50827	Sinorhizobium phage phiLM21	Sinorhizobium phage phiLM21, complete genome
NC_029050	51896	Salmonella phage 21	Salmonella phage 21, complete genome
NC_029132	140122	Macropodid alphaherpesvirus 1	Macropodid alphaherpesvirus 1, complete genome
NC_029055	10290	Spondweni virus	Spondweni virus, complete genome
NC_029053	14924	Kafue kinda chacma baboon virus	Kafue kinda chacma baboon virus, complete genome
NC_029052	9130	Goose dicistrovirus	Goose dicistrovirus, complete genome
NC_029054	10173	Potiskum virus	Potiskum virus, complete genome
NC_029099	49797	Klebsiella phage KP36	Klebsiella phage KP36, complete genome
NC_029057	134742	Vibrio phage qdvp001	Vibrio phage qdvp001, complete genome
NC_029095	11907	Erysiphe cichoracearum alphaendornavirus	Erysiphe cichoracearum alphaendornavirus, complete genome
NC_009946	3128	Amasya cherry disease associated chrysovirus	Amasya cherry disease associated chrysovirus, segment 2
NC_011066	1028	Epirus cherry virus	Epirus cherry virus, segment RNA 2
NC_010589	2042	American grass carp reovirus	American grass carp reovirus, segment 6
NC_029064	15078	Cucumis melo alphaendornavirus	Cucumis melo alphaendornavirus, complete genome
NC_029103	64323	Sulfolobus monocaudavirus SMV3	Sulfolobus monocaudavirus SMV3, complete genome
NC_029070	41620	Cronobacter phage Dev-CD-23823	Cronobacter phage Dev-CD-23823, complete genome
NC_029118	24847	Lactococcus phage GE1	Lactococcus phage GE1, complete genome
NC_029125	8985	Rosellinia necatrix megabirnavirus 2-W8	Rosellinia necatrix megabirnavirus 2-W8, segment 1
NC_014074	3729	Torque teno virus 27	Torque teno virus 27, complete genome
NC_010755	2207	Ceratocystis resinifera virus 1	Ceratocystis resinifera virus 1, segment RNA 1
NC_029078	34997	Erysipelothrix phage SE-1	Erysipelothrix phage SE-1, complete genome
NC_029100	33399	Pseudoalteromonas phage Pq0	Pseudoalteromonas phage Pq0, complete genome
NC_029094	131903	Pseudoalteromonas phage H101	Pseudoalteromonas phage H101, complete genome
NC_029081	45633	Pectobacterium phage Peat1	Pectobacterium phage Peat1, complete genome
NC_029102	36051	Enterobacter phage E-2	Enterobacter phage E-2, complete genome
NC_029066	48666	Pseudomonas phage PS-1	Pseudomonas phage PS-1, complete genome
NC_029089	8540	Elderberry carlavirus E	Elderberry carlavirus E, complete genome
NC_029088	8612	Elderberry carlavirus D	Elderberry carlavirus D, complete genome
NC_014077	3899	Torque teno virus 14	Torque teno virus 14, complete genome
NC_010751	1072	Mycoreovirus 1	Mycoreovirus 1, segment 9
NC_029087	8613	Elderberry carlavirus C	Elderberry carlavirus C, complete genome
NC_029086	8607	Elderberry carlavirus B	Elderberry carlavirus B, complete genome
NC_029085	8628	Elderberry carlavirus A	Elderberry carlavirus A, complete genome
NC_029107	41941	Ralstonia phage RS138	Ralstonia phage RS138, complete genome
NC_029116	33596	Clostridium phage phiCDHM13	Clostridium phage phiCDHM13, complete genome
NC_029120	60875	Shigella phage 75/02 Stx	Shigella phage 75/02 Stx, complete genome
NC_029080	142096	Staphylococcus phage 812	Staphylococcus phage 812, complete genome
NC_029076	10423	Iris severe mosaic virus	Iris severe mosaic virus, complete genome
NC_029119	127726	Staphylococcus phage SPbeta-like	Staphylococcus phage SPbeta-like, complete genome
NC_029079	75339	Mycobacterium phage Dusk	Mycobacterium phage Dusk, complete genome
NC_029097	44496	Rhodobacter phage RcTitan	Rhodobacter phage RcTitan, complete genome
NC_029091	168771	Escherichia phage APCEc01	Escherichia phage APCEc01, complete genome
NC_029071	41085	Salmonella phage 36	Salmonella phage 36, complete genome
NC_029072	94766	Salmonella phage 19	Salmonella phage 19, complete genome
NC_029093	75796	Mycobacterium phage Mindy	Mycobacterium phage Mindy, complete genome
NC_014078	3808	Torque teno virus 19	Torque teno virus 19, complete genome
NC_010792	2708	Ramie mosaic virus	Ramie mosaic virus, segment DNA B
NC_029061	36315	Rhodoferax phage P26218	Rhodoferax phage P26218, complete genome
NC_029101	72192	Pseudomonas phage YH30	Pseudomonas phage YH30, complete genome
NC_029074	75987	Gordonia phage GordTnk2	Gordonia phage GordTnk2, complete genome
NC_029060	76276	Gordonia phage GordDuk1	Gordonia phage GordDuk1, complete genome
NC_029084	37990	Paenibacillus phage Rani	Paenibacillus phage Rani, complete genome
NC_014079	3798	Torque teno virus 26	Torque teno virus 26, complete genome
NC_010441	2750	Tomato leaf curl Cotabato virus	Tomato leaf curl Cotabato virus, segment DNA-A
NC_029075	81541	Achromobacter phage JWF	Achromobacter phage JWF, complete genome
NC_029073	141298	Geobacillus virus E3	Geobacillus virus E3, complete genome
NC_029058	106071	Lactobacillus phage LfeInf	Lactobacillus phage LfeInf, complete genome
NC_029059	51492	Mycobacterium phage Edtherson	Mycobacterium phage Edtherson, complete genome
NC_014080	3736	Torque teno virus 7	Torque teno virus 7, complete genome
NC_012135	2935	Gayfeather mild mottle virus	Gayfeather mild mottle virus, segment RNA 2
NC_029068	31703	Lactobacillus phage LfeSau	Lactobacillus phage LfeSau, complete genome
NC_029098	133531	Streptomyces phage Jay2Jay	Streptomyces phage Jay2Jay, complete genome
NC_029077	52155	Mycobacterium phage VohminGhazi	Mycobacterium phage VohminGhazi, complete genome
NC_014081	3748	Torque teno virus 3	Torque teno virus 3, complete genome
NC_012118	2764	Pedilanthus leaf curl virus	Pedilanthus leaf curl virus, complete genome
NC_029121	151417	Bacillus phage Bp8p-C	Bacillus phage Bp8p-C, complete genome
NC_029104	54312	Brevibacillus phage Jimmer1	Brevibacillus phage Jimmer1, complete genome
NC_029131	9581	Delisea pulchra RNA virus	Delisea pulchra RNA virus, complete genome
NC_029304	111246	Cnaphalocrocis medinalis granulovirus	Cnaphalocrocis medinalis granulovirus, complete genome
NC_014084	3790	Torque teno virus 8	Torque teno virus 8, complete genome
NC_012137	2759	Cotton leaf curl Burewala virus	Cotton leaf curl Burewala virus, complete genome
NC_029311	124049	Leporid alphaherpesvirus 4	Leporid alphaherpesvirus 4, complete genome
NC_029314	29763	Acidianus rod-shaped virus 2	Acidianus rod-shaped virus 2, complete genome
NC_029316	70812	Acidianus tailed spindle virus	Acidianus tailed spindle virus, complete genome
NC_024915	585	Cimodo virus	Cimodo virus, segment 12
NC_014085	3371	Torque teno tamarin virus	Torque teno tamarin virus, complete genome
NC_012541	1702	Homalodisca vitripennis reovirus	Homalodisca vitripennis reovirus, segment 7
NC_023422	8305	Caprine kobuvirus	Caprine kobuvirus, complete genome
NC_023423	610033	Pithovirus sibericum	Pithovirus sibericum, complete genome
NC_029306	8660	Marine RNA virus PAL128	Marine RNA virus PAL128, complete genome
NC_029310	8187	Marine RNA virus PAL_E4	Marine RNA virus PAL_E4, complete genome
NC_033620	173861	Murine roseolovirus	Murine roseolovirus, complete genome
NC_033619	10017	Helicoverpa armigera iflavirus	Helicoverpa armigera iflavirus, complete genome
NC_033778	111453	Leptopilina boulardi filamentous virus	Leptopilina boulardi filamentous virus, complete genome
NC_033775	376207	Noumeavirus	Noumeavirus, complete genome
NC_033694	10095	Palm Creek virus	Palm Creek virus, complete genome
NC_033701	11743	Xingshan nematode virus 4	Xingshan nematode virus 4, complete genome
NC_033727	11330	Xingshan nematode virus 2	Xingshan nematode virus 2, complete genome
NC_033732	9961	Wuhan spirurian nematodes virus 1	Wuhan spirurian nematodes virus 1, complete genome
NC_033712	10647	Wuhan spider virus 6	Wuhan spider virus 6, complete genome
NC_033714	11448	Wuhan spider virus 5	Wuhan spider virus 5, complete genome
NC_015506	7408	Banana streak CA virus	Banana streak CA virus, complete genome
NC_010668	3713	Cypovirus 5	Cypovirus 5, segment 3
NC_006359	2691	Corchorus yellow vein virus - [Hoa Binh]	Corchorus yellow vein virus - [Hoa Binh], segment DNA B
NC_033717	11652	Wuhan spider virus 4	Wuhan spider virus 4, complete genome
NC_033718	9421	Wuhan spider virus 3	Wuhan spider virus 3, complete genome
NC_033708	8197	Wuhan poty-like virus 1	Wuhan poty-like virus 1, complete genome
NC_033731	12548	Wuhan pillworm virus 2	Wuhan pillworm virus 2, complete genome
NC_033735	17562	Wuhan nido-like virus 1	Wuhan nido-like virus 1, complete genome
NC_010586	3709	American grass carp reovirus	American grass carp reovirus, segment 3
NC_012493	1349	Tomato leaf curl Patna betasatellite	Tomato leaf curl Patna betasatellite, complete genome
NC_033733	10655	Wuhan millipede virus 3	Wuhan millipede virus 3, complete genome
NC_033710	9305	Wuhan insect virus 9	Wuhan insect virus 9, complete genome
NC_033707	10644	Wuhan insect virus 8	Wuhan insect virus 8, complete genome
NC_033722	10232	Wuhan insect virus 33	Wuhan insect virus 33, complete genome
NC_033761	9874	Hubei myriapoda virus 5	Hubei myriapoda virus 5, segment 1
NC_033756	10960	Beihai shrimp virus 3	Beihai shrimp virus 3, segment 1
NC_033725	10203	Bamaga virus	Bamaga virus, complete genome
NC_033774	8913	Pepper chlorotic spot virus	Pepper chlorotic spot virus, segment L
NC_033724	10215	Kadam virus	Kadam virus, complete genome
NC_033699	10173	Jugra virus	Jugra virus, complete genome
NC_033723	10251	Gadgets Gully virus	Gadgets Gully virus, complete genome
NC_033698	10182	Uganda S virus	Uganda S virus, complete genome
NC_033693	10173	Bouboui virus	Bouboui virus, complete genome
NC_033697	10173	Saboya virus	Saboya virus, complete genome
NC_033715	10755	Nounane virus	Nounane virus, complete genome
NC_012958	4806	Drosophila A virus	Drosophila A virus, complete genome
NC_033726	10269	Saumarez Reef virus	Saumarez Reef virus, complete genome
NC_033721	10266	Meaban virus	Meaban virus, complete genome
NC_033720	8824	Ubei picorna-like virus 3	Ubei picorna-like virus 3, complete genome
NC_033716	9558	Zhejiang mosquito virus 1	Zhejiang mosquito virus 1, complete genome
NC_033700	30353	Xinzhou toro-like virus	Xinzhou toro-like virus, complete genome
